F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50
-1.19561967780238,0.881811921775092,0.0170977025852365,-2.21374996999324,4.56903704660123,-4.53848184221315,2.78191216610798,-2.41901457955922,2.4402563725983,-4.146775506456,4.13524345314306,-5.35151971674494,6.46051853454188,-8.05204945557011,6.64651488539916,-3.41345630536426,4.21126630107385,-3.86012749623536,4.6113051686077,-5.61092132999896,7.19441037992199,-8.61287657121111,9.78395778538672,-10.9624917730066,10.3932826997203,-10.9387146825498,10.3363181847789,-9.67048062858126,11.5221806421916,-11.0872105183179,10.6243866458222,-11.5694144766708,10.6778998915375,-11.528026939326,10.5817616713645,-12.3757300039667,12.1222077609468,-10.3156400983262,8.93270087590649,-8.66124003647517,8.3966245706627,-9.12381589638053,10.5214037128886,-10.7795832281442,7.15414886144285,-5.75870470070484,3.94537061258266,-3.86563567652503,2.51375753391791,-1.40969049807974
-0.494143992415558,3.03866411584963,-4.09860154925312,2.44961092430726,-2.01969604457361,1.90248580051522,-3.48846622545698,3.3942538267935,-2.78636585422823,3.84359650809396,-1.92675030513415,0.8277868848798,-1.83996037813142,2.50254645073895,-2.37389112454067,4.777654487468,-4.95000724516493,6.78324637319724,-7.15732588771037,7.03289030713399,-7.63587150801416,7.83861397574385,-6.61997182551758,8.00802772831376,-9.5946376886041,9.72078047774642,-9.56397105406639,9.44166075293539,-9.10482084257778,10.1672693682068,-8.33935572685094,7.80339937995797,-7.37890078037699,6.15898609430839,-5.10178149914735,5.94797412318103,-5.07551418950113,5.0347055675572,-3.36387635726179,3.72743969606269,-5.65848090646333,8.25324919278998,-8.22692301571484,6.59039635785234,-5.24135569305163,4.37307549330395,-2.31877807212387,3.54398276874106,-2.53342593840532,1.38396086687663
1.24645865539548,-1.09412596808604,1.79527771129383,-4.12261172451624,3.45905757859945,-5.37876003651672,2.61229944626655,-3.62131318854177,5.08380709213866,-4.93903281114197,4.88059013907114,-5.40882329202766,5.94263388007897,-8.59751007135414,6.70391894395628,-8.10292666403224,5.95053086289658,-3.52570953265897,5.30826354864379,-6.18178374774924,7.18801166313016,-7.06945383361777,7.18927344226854,-6.13162881262528,4.83044242960742,-5.96752483514813,7.54706013994205,-7.31809902238292,5.87440489400657,-4.56689480004231,4.53582158915944,-4.37593161061374,2.96659673552798,-4.64160833669166,3.35582674648977,-4.58814374678763,5.15243615660259,-3.12458918180741,4.43797331125333,-5.96539793724914,5.44126323720267,-5.79294053112733,4.09463678520678,-2.5710820239467,1.99191057391077,-0.494809669231718,0.259507322265229,0.285520797845165,1.06651409988496,-0.978193145319723
2.43828910959476,-2.55815989850214,2.37870745660305,-3.03368916501973,2.06579617424881,-1.66820517347861,4.44794112194639,-6.52977217907644,5.51451991689415,-3.85770721189837,2.03421752062729,-1.7950470765282,0.857132447553899,-0.211632532110949,0.750251678388136,-0.525828217283483,2.08076280026245,-2.98248831695789,0.330985157743541,-1.77577464875803,2.49684966295212,-5.81666927369792,7.73827015163305,-8.59536393394591,7.55317894630573,-6.8546108145385,7.37217499856001,-7.68120975282502,5.78064630895661,-3.07306183352869,2.45712038076871,-1.17341434736736,2.5025875299142,-2.36348585952441,3.61200270337034,-4.14817810960151,3.785338413437,-3.35857873925064,1.17878532030425,-1.37527132890575,2.02560107124496,-2.63485419896337,0.248953174501035,-1.08798122581357,0.551125640915382,0.211537333913667,0.583583032060658,-1.83839743719949,1.80770542819944,-1.64286527358546
1.28276625550013,1.00550683893018,0.554840755131295,-0.794959472976213,2.72377986068258,-3.24529109931135,2.16699745722422,-1.73870091304099,1.23420090234977,-1.13913319195813,1.34546192133599,-0.855764270637043,1.64364962924863,-1.32737007948806,1.66626482827605,-1.48569203711002,0.404747928221427,-1.93752480930274,2.08179531831952,-2.15544408600036,3.1789200918416,-3.24647808762249,2.47371367824172,-2.25497892135555,2.50931084889812,-0.465414309652301,0.0601562730864361,0.190300627309709,0.830112653748719,-2.08729996002806,1.38621443260336,-3.60479811409698,4.97598670047246,-9.30792607785389,7.53311971242526,-6.70138891385153,7.04558344597547,-6.94896198995275,7.42422993358423,-8.90024650268379,6.05026721772097,-3.76173012264256,1.22785851951999,-0.844800262156444,0.715427342470402,-1.3320668517667,2.79069912652201,-2.0842005573127,2.95592618950551,-2.74293688396428
-1.64757154679618,0.926970483068712,0.117065983684275,0.709963220799565,-0.420976406075812,1.12704017344664,-2.99979304418383,3.54384326532531,-2.26906429539458,2.70550856452955,-1.84103115245052,1.72867845331425,0.869810857316406,-2.24265028937868,1.07490801903223,2.16047143119221,0.997767980452253,-1.46520667184655,0.585542755077967,0.444915566481131,0.515062224693165,-1.73182892779657,-0.86505067569592,3.7170795854742,-5.95803880740151,5.03850469522979,-1.24091140290502,-1.20541599938997,2.54093818586818,-3.42666715725805,0.310332054579653,-0.762416795508454,0.986414296719698,-1.02388755154927,0.19399412295006,-0.267598032506081,0.467478081397158,-1.89548597184549,3.10606802542526,-2.00516632507665,1.72919187928398,-0.0095974038379735,-1.20865926967336,-0.407694117825326,0.521594292353453,-0.641096264008989,0.615743836597224,-1.81218007252935,2.56142542985168,-0.451169304630982
-2.71435630170968,3.03760285888685,-2.31015373029622,0.0385697566889682,0.0892009195273311,-0.616804585746534,-0.0649220887657029,1.08002252949256,-2.67475671714402,2.32000804045267,-3.03348135178439,2.94420956011085,-5.22380569199948,5.51692875095666,-6.36899150089674,3.52013045203134,-1.91362663608384,3.31774638216223,0.730819767411572,-0.638915826847192,0.423258440674384,0.487059521928948,0.710621459101614,0.474726629027006,-0.695498750079853,1.17562798199477,0.483375529693552,-1.86946960551331,-1.96777931678762,0.478210875821415,1.27081111131107,0.46452562462703,-1.21171595478217,0.051758540847189,0.276002207381774,0.657284893875577,0.704615839508857,-1.88129393353364,3.58517013536101,-4.07179066524237,2.65279810930807,-1.59424952567918,-0.871456293219813,-0.276387624083933,-0.547415002988169,2.03565327430167,-2.89186860187818,1.49811048100348,0.280163082190078,-1.53016108569451
2.93271643207469,-3.62829465089168,3.72369663988186,-2.68140052677021,1.07015741574705,-2.26215953046967,0.228290463868211,-0.198541939620398,-1.8695313940213,0.800771246170215,-0.959445213543132,1.61640663269403,-1.54061844478869,1.68604025591858,-1.55338423809714,0.871753237349599,-0.124071435934064,-0.687218995747706,0.0715235298900584,0.0797993580342542,-0.988623373814128,1.65760616730504,-3.11781570165961,3.31908796280013,-3.93861088790584,2.57972716580508,-2.17075696972551,1.67992094618343,0.962226527050368,0.804632824222058,-0.937172980395515,2.50574880743539,-3.5609466228471,0.52454151230544,-1.45709190140359,1.3878357156195,-3.0757616952285,5.5524063964581,-4.9824383496101,1.39805971224508,-3.38164687181079,4.71099908355895,-4.63357928870531,3.71963096116244,-3.83209510845559,4.70768015637127,-3.37153924225361,2.62178470730418,-0.442101117102507,0.117614876139387
0.31572795800676,1.40752668451186,-1.95332829331048,2.46940561326811,-0.746883395034158,1.03768428944403,-0.319792192088045,-1.58671830847967,0.653360164473316,-0.0192592849119154,-0.296035305856638,0.915880392026359,0.765183290825928,-0.709173008729903,0.660690907002333,-2.14610478784152,3.10003184474641,-0.729227578842338,2.15272057926397,-3.29612684290383,2.27709819240281,-2.55198993251131,2.04210755947492,-1.23136246068271,1.50835134608371,-2.57994879981262,4.26625535646061,-1.49161939448423,4.37951857872979,-2.8526214268151,1.49762254399931,0.561116820314709,-2.73862789327234,1.44239939451323,-2.27843395623996,2.11981433113169,-3.30367567649584,4.42939551980708,-4.32800253125368,6.14092502653729,-7.0608022164541,4.18890627273453,-3.14782814943921,2.86206971213797,-2.73518191805582,2.88685410476741,-2.58749995375363,1.84280034589534,-1.95123367112311,1.69364491101578
1.64711595373817,-1.78927270106299,1.03102123693409,-0.535087972414937,-0.219945630536899,-0.155679108578079,-0.163950668378231,-0.0275041198781765,0.606168457785522,-0.817245280489459,0.665180677963938,0.271389438985536,-1.88202334539004,-0.252397312539197,-1.10848787057831,-2.94192813635203,1.26624354819437,-0.779701805404743,1.45395444413751,-0.517532793815349,0.382838989493701,-1.08914754129725,3.71184095306872,-2.99588179659226,2.41875527051758,-1.76590930809156,-0.849575623714755,-0.82636879806695,3.41954947661117,-4.35475734477481,2.95173114890711,-2.9940428237647,3.00749089132105,-4.56299333762786,5.33679358037582,-5.06769167558967,5.32005743841151,-4.88930953950314,5.32261493849656,-3.86301882441274,4.46075823621083,-6.28329500530268,4.57742254444333,-4.05050574729268,3.48307316751778,-3.76818121699531,1.42884138611874,-2.81680158059522,0.919526457312952,0.305758602153417
